ID,post_title,foto-padrao,informacoes-do-produto,modo-de-preparo,receita-padrao,receituario,total-da-massa-medida,video,video-passo-a-passo
2516,1000452 | IREKS GOLDEN CAKE TAPIOCA,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000452_ireks_golden_cake_tapioca-1-scaled.jpg,Mistura pronta para preparo de bolo de tapioca - Com tapioca granulada - Úmido e cremoso - Não contém farinha de trigo na composição Dosagem: 100% | Validade: 6 meses | Embalagem: 10 kg (5 x 2 kg),,,https://www.ireks.com.br/fileadmin/sites/ireks-brasil/receituario-Cakesbolos.pdf,,,
2522,1000640 | IREKS GRANO CAKE,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000640_ireks_grano_cake-1-scaled.jpg,Mistura pronta para preparo de bolo sem adição de farinha branca - Permite adição de recheios que ficam distribuídos uniformemente na massa Dosagem: 100% | Validade: 6 meses | Embalagem: 10 kg (5 x 2 kg) | Adesivos: 60,,,,,,
2525,1000005 | IREKS GOLDEN PÃO DE LÓ,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000005_ireks_golden_pao_de_lo-1-scaled.jpg,"Mistura pronta para preparo de pão de ló e rocambole - Suave aroma de baunilha | Ótima flexibilidade e absorção de calda - Aplicações: Pão de ló em tiras, fatias e tabuleiros, tortas finas, rocamboles, bem-casados Dosagem: 100% | Validade: 6 meses | Embalagem: 10 kg (5 x 2 kg)",,,,,,
2528,1000057 | IREKS GOLDEN SCHOKO PÃO DE LÓ,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000057_ireks_golden_pao_de_lo_schoko-1-scaled.jpg,"Mistura pronta para preparo de pão de ló e rocambole de chocolate - Coloração inigualável à base de cacau - Aplicações: Pão de ló em tiras, fatias e tabuleiros, tortas finas, rocamboles Dosagem: 100% | Validade: 6 meses | Embalagem: 10 kg (5 x 2 kg)",,,,,,
2533,1000520 | IREKS GOLDEN PÃO DE LÓ C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000520_ireks_golden_pao_de_lo_c50-1-scaled.jpg,"Mistura para preparo de pão de ló e rocambole - Suave aroma de baunilha | Ótima flexibilidade e absorção de calda - Aplicações: Pão de ló em tiras, fatias e tabuleiros, tortas finas, rocamboles, bem-casados Dosagem: 50% | Validade: 6 meses | Embalagem: 10 kg",,,,,,
2538,1000580 | IREKS GOLDEN SCHOKO PÃO DE LÓ C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000580_ireks_golden_schoko_pao_de_lo_c50-1-scaled.jpg,"Mistura para preparo de pão de ló e rocambole de chocolate - Coloração inigualável à base de cacau - Aplicações: Pão de ló em tiras, fatias e tabuleiros, tortas finas, rocamboles Dosagem: 50% | Validade: 6 meses | Embalagem: 10 kg",,,,,,
2541,1000008 | IREKS GOLDEN CREME,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000008_ireks_golden_creme-1-scaled.jpg,Mistura pronta para preparo de creme confeiteiro - Dispensa adição de leite e fervura - Basta adicionar água gelada - Combina com todos os tipos de polpas de frutas e chocolates Dosagem: 100% | Validade: 6 meses | Embalagem: 10 kg (5 x 2 kg),,,,,,
2546,1000620 | IREKS CREME CCT,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000620_ireks_creme_cct-1-scaled.jpg,"Mistura pronta para preparo de creme confeiteiro - Preparo a quente - Excelente sabor - Estável ao forneamento e congelamento Dosagem: 100% | Embalagem: 9,6 kg (12 x 0,8 kg)",,,,,,
2549,1000068 | IREKS BROWNIE,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000068_ireks_brownie_1-1-scaled.jpg,Mistura pronta para preparo do tradicional brownie - Cacau em pó - Farinha de malte de trigo torrado - Cor e sabor intensos de chocolate Dosagem: 100% | Embalagem: 10 kg (5 x 2 kg),,,https://www.ireks.com.br/fileadmin/sites/ireks-brasil/receituario-Cakesbolos.pdf,,,
2552,1000360 | IREKS GOLDEN ECLAIR,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000360_ireks_golden_eclair-1-scaled.jpg,"Mistura pronta para preparo de bombas, carolinas e profiteroles - Crocante por fora e macia por dentro - Massa levinha e aerada - Preparo à frio Dosagem: 100% | Validade: 6 meses | Embalagem: 9 kg (15 x 600 g)",,,,,,
2555,1000701 | IREKS MON MACARON,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000701_ireks_mon_macaron-1-scaled.jpg,Mistura pronta para preparo de macaron - Crocante por fora e macio por dentro - Basta adicionar água e bater Dosagem: 100% | Validade: 12 meses | Embalagem: 8 kg (8 x 1 kg),,,,,https://www.youtube.com/watch?v=0hJIJIgasRc&amp;list=PLhgz6R_DV9Lgm3s5RrKMFXDmGiCHMb9Qh&amp;index=16,
2558,1000590 | IREKS CREME QUICHE GOURMET,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000590_ireks_creme_quiche_gourmet_base_salgada-1-scaled.jpg,Mistura pronta para preparo de creme base para recheios de quiches - Basta adicionar água e bater - Pode ser utilizado em quiches salgadas e doces - Estável ao congelamento e descongelamento - Textura cremosa e sabor suave Dosagem: 100% | Validade: 6 meses | Embalagem: 10 kg (5 x 2 kg),,,,,,
2561,1000621 | IREKS BROA DE MILHO,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000621_broa_de_milho_c100-1-scaled.jpg,"Mistura pronta para preparo de broa de milho, aerosa e caxambu - Preparo à frio - Crocante por fora, macia e úmida por dentro - Sabor marcante que remete à infância Dosagem: 100% Embalagem: 10 kg (5 x 2 kg)",,,https://receitas.ireks.com.br/wp-content/uploads/2024/01/Receituario_BroaDeMilho_Druck.pdf,,,
2564,1000673 | IREKS LIEVITO MADRE PURO,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000673_ireks_lievito_madre_puro-1-scaled.jpg,"Massa madre seca de trigo aromática de origem italiana - Intensifica o sabor e aroma - Proporciona textura suave, mordida curta e aveludada que derrete no paladar - Promove melhor volume e umidade Dosagem: 2 a 5 % | Validade: 12 meses | Embalagem: 5 kg (10 x 500 g)",,,,,,
2567,1000693 | IREKS MASSA MADRE TRIGO S200,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000693_ireks_massa_madre_trigo_s200.jpg,Massa madre seca de trigo acidificada - Intensifica o sabor e aroma - Aprimora a textura do miolo e aparência da crosta - Proporciona acidez acentuada - Contribui na conservação de pães embalados Dosagem: 1 a 5 % | Validade: 12 meses | Embalagem: 5 kg (10 x 500 g),,,,,,
2570,1000320 | IREKS SEMI ITALIANO MM C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000320_ireks_pao_semi_italiano_mm_c50-1-scaled.jpg,Mistura para preparo de pão semi italiano Contém massa madre Textura curta Crosta mais crocante Sabor e aroma amanteigados Dosagem: 50 % | Embalagem: 10kg (2 x 5 kg),,,,,,
2573,1000212 | IREKS FOCACCIA C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000212_-ireks_focaccia-1-scaled.jpg,Mistura para preparo de focaccia (tradicional e recheada) - Textura curta e flexível - Aroma suave Dosagem: 50 % | Embalagem: 10kg (2 x 5 kg),,,,,,
2577,1000110 | IREKS BAGUETTE CLÁSSICA C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/2335_2_2_IREKS-BAGUETTE-CLASSICA-MM-C100-2.jpg,Mistura para preparo de pão baguete - Contém massa madre - Crosta crocante e miolo alveolado - Sabor e aroma irresistíveis Dosagem: 50 % | Validade: 6 meses | Saco: 10 kg,,,,,,
2580,1000094 | IREKS PÃO ITALIANO CLÁSSICO C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000094_ireks_pao_italiano_classico_c50-1-scaled.jpg,Mistura para preparo de pão italiano - Um pão italiano com qualidade superior - Contém massa madre - Crosta rústica e crocante Dosagem: 50 % | Validade: 6 meses | Embalagem: 10kg (2 x 5 kg),,,,,,
2583,1000111 | IREKS CIABATTA CLÁSSICA C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000111_ireks_ciabatta_classica_c50-2-scaled.jpg,Mistura para preparo de pão ciabatta Contém massa madre Casca fina e crocante Miolo aberto e alveolado Dosagem: 50 % | Validade: 6 meses | Saco: 10 kg,,,,,,
2584,1000401 | IREKS MASSA MADRE TRIGO S40,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000401_ireks_massa_madre_trigo_s40-scaled.jpg,Massa madre seca de trigo - Intensifica o sabor e aroma - Aprimora a textura do miolo e aparência da crosta - Permite redução ou eliminação do melhorador Dosagem: 2 a 10 % | Validade: 8 meses | Embalagem: 5 kg (10 x 500 g),,,,,,
2587,1000033 | IREKS GRANO PÃO FRANCÊS C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000033_ireks_grano_pao_frances_c50-1-scaled.jpg,Mistura para preparo de pão francês com farinha integral - Contém massa madre e farinha integral - Crosta crocante - Coloração natural à base de malte Dosagem: 50 % | Validade: 6 meses | Embalagem: 20kg (4 x 5 kg),,,,,,
2591,1000790 | IREKS PÃO FRANCÊS TAPIOCA C50,https://receitas.ireks.com.br/wp-content/uploads/2023/11/DSC08505-scaled.jpg,Mistura para preparo de pão francês tapioca Crocante por fora e macio por dentro Com tapioca granulada Dosagem: 50% | Embalagem: 10 kg (2 x 5 kg),,,,,,
2595,1000211 | IREKS GOLDEN CAKE SEM AÇÚCAR,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000211_ireks_cake_sem_acucar-1-scaled.jpg,Mistura pronta para preparo de bolo sem açúcar Doce sensação sem açúcar Dosagem: 100 % | Validade: 6 meses | Embalagem: 10kg (5 x 2 kg) | Adesivos: 60 Adesivos,,,https://www.ireks.com.br/fileadmin/sites/ireks-brasil/receituario-Cakesbolos.pdf,,,
2598,1000220 | IREKS CAKE VEGANO,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000220_ireks_cake_vegano-1-scaled.jpg,Mistura pronta para preparo de bolo vegano - Textura macia e úmida - Não contém ovos ou leite na composição da mistura Dosagem: 100 % | Validade: 6 meses | Embalagem: 10kg (5 x 2 kg) | Adesivos: 50 Adesivos,,,https://www.ireks.com.br/fileadmin/sites/ireks-brasil/receituario-Cakesbolos.pdf,,,
2604,3000028 | IREKS MUFFIN-MIX GLUTEN-FREE,https://receitas.ireks.com.br/wp-content/uploads/2023/11/3000028_ireks_muffin_mix_gluten_free-1.jpg,"Mistura pronta para preparo de muffins sem glúten Dosagem: 100 % | Validade: 15 meses | Saco: 12,5 kg",,,,,,
2607,1000200 | IREKS PÃO VEGANO,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000200_ireks_pao_vegano-1-scaled.jpg,"Mistura pronta para preparo de pão multigrãos vegano Contém sementes de abóbora, girassol, gergelim e linhaça Não contém ovos ou leite na composição da mistura Dosagem: 100 % | Validade: 6 meses | Embalagem: 10kg (2 x 5 kg) | Topping – Cobertura | Adesivos: 50 Adesivos",,,,,,
2610,3000027 | IREKS SINGLUPLUS,https://receitas.ireks.com.br/wp-content/uploads/2023/11/3000027_ireks_singluplus-1.jpg,"Mistura pronta para preparo de pão sem glúten Dosagem: 100 % | Validade: 15 meses | Saco: 12,5 kg",,,,,,
2613,3000030 | IREKS SINGLUPLUS SPECIAL,https://receitas.ireks.com.br/wp-content/uploads/2023/11/3000030_ireks_singluplus_special-1.jpg,"Mistura pronta para preparo de pão sem glúten com sementes Dosagem: 100 % | Validade: 12 meses | Saco: 12,5 kg",,,,,,
2618,1000480_1000431 | IREKS TOP SUGAR,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000480_ireks_top_sugar-scaled.jpg,Açúcar gelado para cobertura e decoração de pães e doces Dosagem: 100 % | Validade: 6 meses | Embalagem: 10kg (10 x 1 kg) | Saco: 20 kg,,,,,,
2622,1000430_1000404 | IREKS TOP GLAZE,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000430_ireks_top_glaze-2-scaled.jpg,"Mistura pronta para dar brilho e decorar produtos de panificação e confeitaria - Não contém ovos - Excelente cobertura e brilho superior - Produto não contamina o ambiente com mau odor Dosagem: 100 % | Embalagem: 9,12 kg (8 x 1,14 kg) | Saco: 12,5 kg",,,,,,
2623,1000182 | IREKS MALTE AROMA,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000182_ireks_malte_aroma.jpg,"Farinha de malte de cevada para panificação - Coloração natural, com superfície levemente dourada - Miolo ligeiramente caramelado - Intenso sabor de cereais maltados - Crosta rústica e crocante Dosagem: 1 a 3 % | Embalagem: 5 kg (10 x 500 g)",,,,,,
2626,3000100 | IREKS SEPA-WAX,https://receitas.ireks.com.br/wp-content/uploads/2023/11/3000100_ireks_sepa_wax-1.jpg,"Spray desmoldante para untar formas e assadeiras, indicado para panificação e confeitaria Desenforma com perfeição! Validade: 24 meses | Embalagem: 12 latas x 500 ml",,,,,,
2631,1000183 | IREKS MALTE CARAMEL,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000183_ireks_malte_caramel.jpg,"Extrato de malte de cevada em farelo de trigo para panificação - Coloração natural, com superfície dourada - Miolo de cor caramelada - Intenso sabor de cereais maltados com suave dulçor - Crosta rústica e crocante Dosagem: 0,5 a 3 % | Embalagem: 5 kg (10 x 500 g)",,,,,,
2633,1000610_1000734 | IREKS IDEAL FLEX,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000610_ireks_ideal_flex-2-scaled.jpg,Melhorador para massas de pães crocantes e macios - Alta tecnologia! - Promove força e ótimo salto de forno - - Excelente performance e estabilidade na fermentação - Pães crocantes: maior crocância e melhor pestana - Pães macios: melhor desenvolvimento e maior volume Dosagem: 1 % | Validade: 6 meses | Embalagem: 10kg (20 x 500 g) | Saco: 10 kg,,,,,,
2639,1000282_1000283 | IREKS IDEAL UNI,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000282_ireks_frances_ideal_uni-2-scaled.jpg,"Melhorador para massas de pães crocantes e macios Alta tecnologia! Promove força e ótimo salto de forno Excelente performance para longa fermentação Possui dosagem concentrada Pães crocantes: maior crocância e melhor pestana Pães macios: melhor desenvolvimento e maior volume Dosagem: 0,1 a 0,6 % | Validade: 6 meses | Embalagem: 10kg (5 x 2 Kg) | Saco: 10 kg",,,,,,
2640,1000184 | IREKS MALTE DARK,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000184_ireks_malte_dark.jpg,"Farinha de malte de trigo torrado e extrato de malte de cevada em farelo de trigo para panificação - Coloração natural, com superfície de cor marrom dourado - Miolo escuro - Intenso sabor de cereais maltados - Crosta rústica e crocante Dosagem: 1 a 3 % | Validade: 12 meses | Embalagem: 5 kg (10 x 500 g)",,,,,,
2644,1000630 | IREKS SOFT LIFE,https://receitas.ireks.com.br/wp-content/uploads/2023/11/1000630_ireks_pao_de_forma_soft_life-2-scaled.jpg,"Melhorador para pães macios - Garante melhor qualidade - Proporcionando miolo mais macio, regular e uniforme - Frescor prolongado Dosagem: 1 a 2 % | Validade: 6 meses | Embalagem: 10kg (2o x 500 g)",,,,,,
3356,3000240 | IREKS LIEVITO MADRE DUO,https://receitas.ireks.com.br/wp-content/uploads/2024/10/duo.png,"Concentrado com massa madre seca de trigo e fermento seco para efeito de fermentação ativa - De origem italiana - Dispensa adição de fermento e melhorador na receita - Ideal para o processo de curta e longa fermentação - Intensifica o sabor e aroma - Promove melhor volume e umidade - Proporciona textura suave, mordida curta e aveludada que dissolve na boca Dosagem: 3 a 5 % | Embalagem: 10 kg (10 x 1 kg)",,,https://www.ireks.com.br/fileadmin/sites/ireks-brasil/user_upload/Receituario_Lievito_Madre_Duo.pdf,,,
3922,1000821 | IREKS COBERTURA PASCAL,https://receitas.ireks.com.br/wp-content/uploads/2025/02/DSC00450-scaled.jpg,"Mistura pronta para cobertura de colomba, panetone, galup, bolos... - Inspirada na tradição, criada para surpreender - Um toque especial para suas receitas - Cobertura pronta - basta adicionar água - Aceita adição de cacau - Versátil e fácil de aplicar - Crocante e saborosa Dosagem: 100 % | Embalagem: 10 kg (5 x 2 kg)",,,,,https://www.youtube.com/shorts/M3mirVwa7n8,https://www.youtube.com/watch?v=dmw3is-b-rs
4168,1000870 | IREKS PÃO DA FAZENDA C50,https://receitas.ireks.com.br/wp-content/uploads/2025/07/ireks_pao-da-fazenda-c50-scaled.jpg,Mistura pronta para o preparo de pão da fazenda O verdadeiro sabor da fazenda Contém massa madre (Fermentação Natural Miolo macio e aveludado Textura única que se desmancha na boca Aroma e sabor que encantam ao paladar Grande variedade de formatos e recheios Dosagem: 50 % | Embalagem: 10kg (2 x 5 kg) | Adesivos: 80,,,,,,
4173,1000864 | IREKS PÃO DE HAMBÚRGUER MANDIOQUINHA D10,https://receitas.ireks.com.br/wp-content/uploads/2025/07/ireks_pao-de-mandioquinha-d10-scaled.jpg,Mistura para preparo de pão de hambúrguer mandioquinha Contém farinha de mandioquinha Aroma suave e coloração dourada Miolo consistente Sabor único de mandioquinha Dosagem: 10 % | Embalagem: 10kg (1 x 10 kg),,,,,,
4177,1000863 | IREKS PÃO DE HAMBÚRGUER BRIOCHE D10,https://receitas.ireks.com.br/wp-content/uploads/2025/07/DSC08544-scaled.jpg,Mistura para preparo de pão de hambúrguer brioche Delicioso sabor amanteigado Textura macia e aerada Experiência gastronomia refinada e memorável Dosagem: 10 % | Embalagem: 10kg (1 x 10 kg),,,,,,
4182,1000862 | PÃO DE HAMBÚRGUER AUSTRALIANO D10,https://receitas.ireks.com.br/wp-content/uploads/2025/07/DSC08698-scaled.jpg,"Mistura para preparo de pão de hambúrguer australiano Contém malte, cacau e um irresistível aroma de mel Fermentação rápida Qualidade artesanal Dosagem: 10 % | Embalagem: 10kg (1 x 10 kg)",,,,,,
4187,1000861 | IREKS PÃO DE HAMBÚRGUER ARTISANO D10,https://receitas.ireks.com.br/wp-content/uploads/2025/07/DSC08751-scaled.jpg,Mistura para preparo de pão de hambúrguer artisano Realça sabores doces e salgados Miolo fechado e casca dourada Aroma autêntico de pão caseiro Leve acidez Dosagem: 10 % | Embalagem: 10kg (1 x 10 kg),,,,,,
4199,1000865 | IREKS SCHOKO MALTE,,"Mistura a base de malte para substituição de cacau em pó - Fácil de usar - Ideal para uso em pães, bolos, muffins e outras criações culinárias - Substitui o cacau utilizando a mesma proporção de IREKS SCHOKO MALTE - Proporciona maciez e umidade melhorando a textura e o volume Dosagem: 1 a 10% | Embalagem: 10 kg (2 x 5 kg)",,,,,,
4206,1000880 | IREKS PÃO NA CHAPA C50,https://receitas.ireks.com.br/wp-content/uploads/2025/07/pao-na-chapa.jpg,"Mistura para o preparo de pão na chapa - Estrutura com miolo uniforme - Textura fofa, macia e elástica - Crosta fina e suave - Sabor doce e levemente ácido - Aroma agradável de pão tostado Dosagem: 50% | Embalagem: 10 kg (2 x 5 kg)",,,,,,
4211,1000881 | IREKS PÃO CASEIRO C50,https://receitas.ireks.com.br/wp-content/uploads/2025/07/pao-caseiro-scaled.jpg,"Mistura para o preparo de pão caseiro - Sabor equilibrado, único e personalizado - Textura fofa e macia - Aroma caseiro - Apresentação artesanal - Permite adição de recheios e coberturas Dosagem: 50% | Embalagem: 10 kg (2 x 5 kg)",,,,,,
4220,1000871 | IREKS PÃO ALEMÃO MULTIGRÃOS,https://receitas.ireks.com.br/wp-content/uploads/2025/07/DSC08207-scaled.jpg,"Mistura pronta para preparo do autêntico pão alemão multigrãos - Contém sementes de abóbora, girassol, gergelim e linhaça - Não contém ovos ou leite na composição da mistura - Fonte de Fibras - Preparo simples e versátil Dosagem: 100% | Embalagem: 10 kg (2 x 5 kg) | Cobertura: Topping | Adesivos: 50 adesivos",,,,,,
